,Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
10200,"Hearst Communications, Inc. d/b/a The San Francisco Chronicle",20-RC-280026,San Francisco,CA,2021-07-16,"Region 20, San Francisco, California",Closed,10/18/2021,Certification of Results,5.0,6.0,"Pacific Media Workers Guild, TNG-CWA, Local 39521","Included:  Developers, including the newsroom developers and the data visualization developer, employed by the San Francisco Chronicle.

Excluded:  All other employees, managers, guards, and supervisors as defined in the Act."
10201,"Palace Entertainment, Kennywood",06-RC-280063,West Mifflin,PA,2021-07-16,"Region 06, Pittsburgh, Pennsylvania",Closed,08/13/2021,Withdrawal Non-adjusted,,18.0,,"Included:  All regular full and part time ride maintenance, ride inspectors, ride mechanics

Excluded:  Office Clerical Employees, Supervisors, Seasonal, Temporary and Probationary ride maintenance/ride inspectors/ride mechanics and Supervisors as defined by the Act.
"
10202,CVS Pharmacy,21-RC-280095,Rancho Santa Margarita,CA,2021-07-16,"Region 21, Los Angeles, California",Closed,09/24/2021,Certific. of Representative,20.0,19.0,"United Food and Commercial Workers, Local 324, International Union, AFL-CIO","Included Employees:  Full-Time and part-time beauty advisors, store associates, clerks, clerk Rx, PSA,
pharmacy technicians, pharmacy lead technicians, shift supervisors, y mas shift supervisors, photo lab
supervisor, coordinator, 15t,2nd,3rd, Ath
4 year of Rph school, pharmacy graduate, home health care clerks,
health care concierge.


Excluded Employees:  All managers (including store team leaders) assistant managers, operational
managers, pharmacists, nurse practitioners, physician assistants, guards, and all employees not situated
in CVS/pharmacy retail stores."
10204,CVS Pharmacy,21-RC-279941,Imperial Beach,CA,2021-07-15,"Region 21, Los Angeles, California",Closed,08/12/2021,Withdrawal Non-adjusted,,18.0,,"Included Employees- Full-Time and part-time beauty advisors, store associates, pharmacy technicians, pharmacy lead technicians, store associates Rx, pharmacy interns, shift supervisors, home health care clerks, and health care concierge. 

Excluded Employees. All managers (including store team leaders), assistant managers, nurse practitioners, physician assistants, guards, and all employees not situated in CVS/pharmacy retail stores.
"
10205,"Agregados Piedra Blanca, Inc.",12-RC-279939,Arecibo,PR,2021-07-15,"Region 12, Tampa, Florida",Closed,10/07/2021,Certific. of Representative,11.0,10.0,"Laborers' International Union of North America (LIUNA), District Council of Puerto Rico, AFL-CIO","Included:  All the Full Time and Regular Part Time Heavy Equipment Operators employed by the Employer at its Facilities.  Excluded:  All other employees, Office Clerical Employees, Professional Employees, Confidential Employees, Guards and Supervisors as defined by the Act."
10206,KEURIG DR PEPPER INC.,32-RC-280004,Fresno,CA,2021-07-15,"Region 32, Oakland, California",Closed,09/21/2021,Certification of Results,36.0,32.0,,"Included:  All full-time and regular part-time delivery drivers, forklift operators, and order selectors employed at the Employer's facility located in Fresno, California. 
Excluded: Alt office staff, maintenance mechanics, cold services employees, managers, guards, and supervisors, as defined by the Act."
10207,"ACSB Hospitality, LLC",04-RC-279839,Atlantic City,NJ,2021-07-14,"Region 04, Philadelphia, Pennsylvania",Closed,08/24/2021,Certific. of Representative,3.0,3.0,International Union of Painters and Allied Trades District Council 711,"Included: All full time and regular part time Apprentices, Painters and Wallcoverers employed by the Employer at its Hotel located at 801 Boardwalk, Atlantic City, NJ 08401Excluded: All Office Clerical employees, professional employees, guards and supervisors as defined by the act, and all other employees."
10208,"Safeway, Inc.",19-RC-279875,Portland,OR,2021-07-14,"Region 19, Seattle, Washington",Closed,09/13/2021,Certification of Results,2.0,4.0,,"Included: All production Bakers, Utility Bakers, and Cake Decorators. Excluded: All other employees."
10209,"Parks Garbage Services, Inc., d/b/a Hometown Disposal",06-RC-279869,Selinsgrove,PA,2021-07-14,"Region 06, Pittsburgh, Pennsylvania",Closed,08/27/2021,Certific. of Representative,21.0,22.0,Teamsters Local Union No. 764,"Included: All slingers, drivers and mechanics

Excluded: All other employees as defined by the Act."
10210,"Wynn MA, LLC d/b/a Encore Boston Harbor",01-RC-279858,Everett,MA,2021-07-14,"Region 01, Boston, Massachusetts",Closed,09/21/2021,Certific. of Representative,128.0,100.0,United Government Security Officers of America International Union and its Local 295,"Included;  All full-time and part-time armed and unarmed security officers employed by the employer.  Excluded:  clerical, managerial, salaried and supervisory personnel as defined by the Act."
10212,"Ryder Integrated Logistics, Inc.",04-RC-279910,Swedesboro,NJ,2021-07-14,"Region 04, Philadelphia, Pennsylvania",Closed,08/17/2021,Withdrawal Non-adjusted,,19.0,,"Included: All full-time and regular part-time drivers employed by the Employer at its 395 Pedricktown Road, Logan Township, New Jersey facility. Excluded: All other employees, office clerical employees, warehouse employees, guards and supervisors within the meaning of the Act."
10213,"Gannett Co., Inc. dba The Journal News/lohud.com, Times Herald Record/recordonline.com, and Poughkeepsie Journal/poughkeepsiejournal.com",02-RC-279924,White Plains,NY,2021-07-14,"Region 02, New York, New York",Closed,09/27/2021,Certific. of Representative,47.0,45.0,"NEWSGUILD OF NEW YORK, LOCAL 31003, COMMUNICATION WORKERS OF AMERICA, AFL-CIO","Included:
All full-time and regular part-time editorial employees of the Employer.

Excluded:
All other employees, including managers, guards and supervisors defined by the Act."
10214,CVS Pharmacy,21-RC-279955,Tustin,CA,2021-07-14,"Region 21, Los Angeles, California",Closed,08/20/2021,Certific. of Representative,14.0,13.0,"United Food and Commercial Workers, Local 324, AFL-CIO","Included Employees: Full-Time and part-time beauty advisors, store associates, clerks, clerk Rx, PSA, pharmacy technicians, pharmacy lead technicians, shift supervisors, y mas shift supervisors, photo lab supervisor, coordinator, 15\ 2nd, 3rd, 4th year of Rph school, pharmacy graduate, home health care clerks, health care concierge. 

Excluded Employees: All managers (including store team leaders) assistant managers, operational managers, pharmacists, nurse practitioners, physician assistants, guards, and all employees not situated in CVS/pharmacy retail stores."
10215,Carmeuse North America,10-RC-279779,Macon,GA,2021-07-13,"Region 10, Atlanta, Georgia",Closed,08/30/2021,Certific. of Representative,4.0,4.0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial and Service Workers International Union, AFL-CIO/CLC","Included: All full-time and regular part-time production and maintenance employees at the Employer's facility in Macon, GA; Excluded: All temporary employees, office clerical and professional employees, guards, and supervisors as defined in the Act"
10217,Specialty Foundry Products Inc.,10-RC-279837,Bessemer,AL,2021-07-13,"Region 10, Atlanta, Georgia",Closed,08/12/2021,Withdrawal Non-adjusted,,6.0,,"Included: All bricklayers and masons employed by the Employer. Excluded: General laborers, shop hands, mason tenders, supervisors, guards, and office staff as defined by the Act."
10218,"Centerra Group, LLC",15-RC-279794,Pensacola,FL,2021-07-13,"Region 15, New Orleans, Louisiana",Closed,10/01/2021,Certific. of Representative,41.0,38.0,United States Court Security Officers,"Included:  All full-time and shared position Court Security Officers (CSOs) and Lead Court Security
Officers (LCSOs) employed by the employer at the U.S. Courthouse, 100 N. Palafox St.,
Pensacola, FL and the U.S. Courthouse, 30 W. Government St., Panama City, FL

Excluded:  
All office clerical employees, professional employees, confidential employees and supervisors as
defined in the Act."
10219,"Security Watch, Inc",28-RC-279828,El Paso,TX,2021-07-13,"Region 28, Phoenix, Arizona",Closed,09/15/2021,Certific. of Representative,41.0,45.0,"International Union, Security, Police & Fire Professionals of America (SPFPA)","INCLUDED:  All full-time and part-time armed and unarmed security officers performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by Security Watch, Inc. at 9201 Gateway South Boulevard, El Paso, Texas 79924

EXCLUDED:  All office clerical employees, professional employees, and supervisors as defined by the Act."
10220,"First Student, Inc.",01-RC-279838,Plymouth,MA,2021-07-13,"Region 01, Boston, Massachusetts",Closed,09/20/2021,Withdrawal Non-adjusted,,85.0,,"All full time and part time bus drivers and spares drivers (two lots in Plymouth).
Excluded:
Managerial, office, rnechanics, guards and supervisors as defined by the Act."
10221,X-L Plastics Inc.,22-RC-279729,Clifton,NJ,2021-07-12,"Region 22, Newark, New Jersey",Closed,12/01/2021,Certific. of Representative,122.0,150.0,"Local 713, International Brotherhood of Trade Unions U.M.D., I.L.A., AFL-CIO","Included: All full time and part-time employees, laborers, general labor, operators, drivers, warehouse employees. Excluded: Office clerical, supervisors, and guards."
10223,Corpus Christi Regional Transportation,16-RC-279750,Corpus Christi,TX,2021-07-12,"Region 16, Fort Worth, Texas",Closed,07/28/2021,Withdrawal Non-adjusted,,104.0,,"Included: Transportation & Maintenance Workers.


Excluded: Management."
10224,"Wellpath, LLC",12-RC-279895,Florida City,FL,2021-07-12,"Region 12, Tampa, Florida",Closed,09/10/2021,Certific. of Representative,57.0,50.0,"International Union, Security, Police, and Fire Professionals of America (SPFPA) and its Local No.100","Included: All Full-Time and Part-Time Armed and Unarmed Custody Officers and Correctional Officers Performing Guard Duties as Defined in Section 9(b)(3) of the National Labor Relations Act, employed by Wellpath @ 18680 SW 376 St, Florida City, FL 33034.

Excluded: All Office Clerical Employees, Professional Employees and Supervisors as Defined by the Act.
"
10226,"Churchill Furniture, LLC, a/k/a Churchill Furniture Rental",22-RC-279649,Hawthorne,NJ,2021-07-09,"Region 22, Newark, New Jersey",Closed,11/30/2021,Certific. of Representative,64.0,42.0,LOCAL 17-18 UNITED PRODUCTION WORKERS UNION ,"Included: All full-time and regular part-time warehouse, production and maintenance workers, drivers and driver's helpers, including laundry workers,  upholsterers, forklift operators, shipping and receiving and repair workers employed at the Employer's Hawthorne, New Jersey facility.
Excluded: All other employees, office clerical, sales persons, guards and supervisors as defined in the Act."
10227,DFW Security Protective Force,13-RC-279684,Chicago,IL,2021-07-09,"Region 13, Chicago, Illinois",Closed,09/07/2021,Certific. of Representative,39.0,38.0,Illinois Council of Police Union on behalf of DFW Security Protective Force Employees,"Included:  FAA Security Guards assigned to the federal buildings in the state of Illinois.

Excluded:  All other employees of the Employer covered by the Act."
10228,Defenders of Wildlife,05-RC-279676,Washington,DC,2021-07-09,"Region 05, Baltimore, Maryland",Closed,09/22/2021,Certific. of Representative,100.0,96.0,"Office & Professional Employees International Union, Local 2, AFL-CIO","Included:  All full-time and regular part time employees employed by the Employer.

Excluded:  All confidential employees, managers, guards and supervisors as defined in the Act.
"
10229,Oxford University Press USA,02-RC-279675,Manhattan,NY,2021-07-09,"Region 02, New York, New York",Closed,09/27/2021,Certific. of Representative,129.0,160.0,"News Media Guild, TNG-CWA Local 31222",
10232,"Triple Canopy, Inc.",05-RC-279596,Washington,DC,2021-07-08,"Region 05, Baltimore, Maryland",Closed,12/15/2021,Certific. of Representative,66.0,70.0,United Career Professionals (UCP),"Included: All full-time and regular part-time security officers employed by the Employer at the EPA Building 

Excluded: Excluding office clerical employees, professional employees, managerial employees, Project Managers, Assistant Project Managers, and supervisors as defined by the Act"
10234,Middle Tennessee Electric Membership Corporation,10-RC-279607,Murfreesboro,TN,2021-07-08,"Region 10, Atlanta, Georgia",Closed,09/13/2021,Certific. of Representative,6.0,6.0,Middle Tennessee Electric Membership Corporation,"Included: This petition seeks a self-determination election for the presently unrepresented all full-time and regular part-time Fleet Maintenance Mechanics at the Middle Tennessee Electric Membership Corporation, Murfreesboro TN. facilities, and to be included in current unit in collective bargaining agreement dated the 26th day of August 2018 between the Middle Tennessee Electric Membership Corporation and Local Union No. 175 of the International Brotherhood of Electrical Workers. 

Excluded: All other employees, confidential employees, and guards and supervisors as defined by the act."
