,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2825,08,08-RC-299911,,"AmeriGas Propane, Inc.",RC,Ravenna,OH,2022-09-06 00:00:00,5,1,4,Teamsters Local No. 348 Affiliated with The International Brotherhood of Teamsters,Stipulated,WON,,2022-10-12 00:00:00,Certific. of Representative,2023,,,,,
2826,08,08-RC-306216,,Ultium Cells LLC,RC,Warren,OH,2022-12-08 00:00:00,779,16,710,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, (UAW), AFL-CIO",Stipulated,WON,,2022-12-23 00:00:00,Certific. of Representative,2023,,,,,
2827,08,08-RC-306613,,Mercy Health- Regional Medical Center LLC,RC,Lorain,OH,2022-12-01 00:00:00,14,1,13,Ohio Patrolmen's Benevolent Association,Stipulated,WON,,2023-01-23 00:00:00,Certific. of Representative,2023,,,,,
2828,08,08-RC-307396,,"Midwest Air Traffic Control Service, Inc.",RC,Cleveland,OH,2022-12-15 00:00:00,4,0,4,"National Air Traffic Controllers Association, AFL-CIO (NATCA)",Stipulated,WON,,2023-01-20 00:00:00,Certific. of Representative,2023,,,,,
2829,08,08-RC-310202,,"Recreational Equipment, Inc.",RC,Cleveland,OH,2023-03-03 00:00:00,44,12,27,"Retail, Wholesale and Department Store Union",Stipulated,WON,,2023-03-15 00:00:00,Certific. of Representative,2023,,,,,
2830,08,08-RC-311618,,"PPG Industries Ohio, Inc.",RC,Strongsville,OH,2023-03-16 00:00:00,34,16,16,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW",Stipulated,,LOSS,2023-03-30 00:00:00,Certification of Results,2023,,,,,
2831,08,08-RC-313598,,Exel Inc. d/b/a DHL Supply Chain (USA),RC,North Canton,OH,2023-04-06 00:00:00,18,9,9,"Teamsters Local No. 348, Affiliated with the International Brotherhood of Teamsters",Stipulated,,LOSS,2023-04-21 00:00:00,Certification of Results,2023,,,,,
2832,08,08-RC-314087,,Mercy Health - St. Vincent Medical Center LLC,RC,Toledo,OH,2023-04-20 00:00:00,8,3,5,"International Union of Operating Engineers, Local 18",Stipulated,WON,,2023-05-03 00:00:00,Certific. of Representative,2023,,,,,
2833,08,08-RC-314610,,Starbucks Corporation,RC,Ontario,OH,2023-05-04 00:00:00,34,4,25,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Stipulated,WON,,2023-05-15 00:00:00,Certific. of Representative,2023,,,,,
2834,08,08-RC-315017,,"AmeriGas Propane, Inc.",RC,Columbia Station,OH,2023-04-27 00:00:00,5,0,5,"Teamsters, Chauffeurs, Warehousemen and Helpers Local Union No 20",Stipulated,WON,,2023-05-15 00:00:00,Certific. of Representative,2023,,,,,
2835,08,08-RC-315692,,University Circle Incorporated,RC,Cleveland,OH,2023-05-05 00:00:00,21,0,13,Ohio Patrolmen's Benevolent Association,Stipulated,WON,,2023-06-13 00:00:00,Certific. of Representative,2023,,,,,
2836,08,08-RC-316858,,"AmeriGas Propane, Inc.",RC,Willoughby,OH,2023-05-22 00:00:00,3,0,2,Teamsters Truck Drivers Union Local No. 407,Stipulated,WON,,2023-06-06 00:00:00,Certific. of Representative,2023,,,,,
2837,08,08-RC-317123,,Starbucks Corporation,RC,Strongsville,OH,2023-06-08 00:00:00,28,3,22,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Stipulated,WON,,2023-06-26 00:00:00,Certific. of Representative,2023,,,,,
2838,08,08-RC-317126,,Starbucks Corporation,RC,Aurora,OH,2023-06-13 00:00:00,22,1,0,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union",Stipulated,WON,,2023-06-28 00:00:00,Certific. of Representative,2023,,,,,
2839,08,08-RC-317667,,"Program Productions, Inc.",RC,Cleveland,OH,2023-06-08 00:00:00,135,31,73,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, of the United States, its Territories and Canada, AFL-CIO, CLC",Stipulated,WON,,2023-07-20 00:00:00,Certific. of Representative,2023,,,,,
2840,08,08-RC-318853,,"Midwest Air Traffic Control Service, Inc.",RC,Cleveland,OH,2023-06-28 00:00:00,7,0,7,National Air Traffic Controllers Association AFL-CIO (NATCA),Stipulated,WON,,2023-07-13 00:00:00,Certific. of Representative,2023,,,,,
2841,08,08-RC-321543,,Linde Gas & Equipment Inc.,RC,Youngstown,OH,2023-08-10 00:00:00,4,2,2,Teamsters Local No. 377 a/w International Brotherhood of Teamsters,Stipulated,,LOSS,2023-08-25 00:00:00,Certification of Results,2023,,,,,
2842,08,08-RC-322199,,Ohio Machinery Co. d.b.a. Ohio CAT,RC,Broadview Heights,OH,2023-09-14 00:00:00,36,6,22,"International Union of Operating Engineers, Local 18",Directed,WON,,2023-09-26 00:00:00,Certific. of Representative,2023,,,,,
2843,08,08-RD-295582,,"Werk-Brau Co., Inc",RD,Findlay,OH,2022-06-22 00:00:00,160,20,46,Iron Workers Regional Shop Local Union No. 851,Stipulated,WON,,2022-10-04 00:00:00,Certific. of Representative,2023,,,,,
2844,08,08-RD-300406,,"South Shore Cable Construction, Inc.",RD,Cleveland,OH,2022-09-08 00:00:00,39,6,12,"Communications Workers of America, Local 4340, AFL-CIO",Stipulated,WON,,2022-12-20 00:00:00,Certific. of Representative,2023,,,,,
2845,08,08-RD-307735,,Cedar Fair L.P.,RD,Sandusky,OH,2023-01-04 00:00:00,17,0,2,"International Union of Painters and Allied Trades District Council No. 6, Local Union 788, AFL-CIO",Stipulated,,LOSS,2023-01-13 00:00:00,Certification of Results,2023,,,,,
2846,08,08-RD-310407,,Lapham-Hickey Steel Corp.,RD,Paulding,OH,2023-02-28 00:00:00,24,11,13,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",Stipulated,WON,,2023-03-15 00:00:00,Certific. of Representative,2023,,,,,
2847,08,08-RD-320170,,OmniSource LLC,RD,Toledo,OH,2023-08-03 00:00:00,8,8,0,International Brotherhood of Teamsters Local 20,Directed,,LOSS,2023-08-17 00:00:00,Certification of Results,2023,,,,,
2848,08,08-RD-320352,,"Curaleaf Newark, LLC d/b/a Curaleaf",RD,Newark,OH,2023-07-28 00:00:00,7,3,3,"United Food and Commercial Workers Union, Local No. 1059",Consent,,LOSS,2023-08-08 00:00:00,Certification of Results,2023,,,,,
2849,09,09-RC-293579,,"AMTECK, LLC",RC,Lexington,KY,2022-04-29 00:00:00,2,1,1,"Road Sprinkler Fitters Local Union No. 669, U.A., AFL-CIO",Stipulated,,LOSS,2022-10-12 00:00:00,Certification of Results,2023,,,,,
2850,09,09-RC-296732,,"EQUITAS HEALTH, INC.",RC,Columbus,OH,2022-07-15 00:00:00,173,45,62,"OHIO FEDERATION OF TEACHERS, AFT, AFL-CIO",Stipulated,WON,,2022-10-05 00:00:00,Certific. of Representative,2023,,,,,
2851,09,09-RC-297839,,"HERCULES INTERNATIONAL, INC.",RC,Huntington,WV,2022-07-21 00:00:00,24,12,12,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",Stipulated,,LOSS,2022-12-19 00:00:00,Certification of Results,2023,,,,,
2852,09,09-RC-297936,,STARBUCKS CORPORATION,RC,Louisville,KY,2022-07-21 00:00:00,32,7,10,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2022-10-04 00:00:00,Certific. of Representative,2023,,,,,
2853,09,09-RC-301417,,"HALF PRICE BOOKS, RECORDS, MAGAZINES, INC.",RC,Louisville,KY,2022-09-23 00:00:00,17,8,9,"United Food and Commercial Workers, Local 227",Stipulated,WON,,2022-10-04 00:00:00,Certific. of Representative,2023,,,,,
2854,09,09-RC-302335,,"THE COURIER-JOURNAL, INC.",RC,Louisville,KY,2022-10-20 00:00:00,34,4,22,"Indianapolis NewsGuild, Communication Workers of America (TNG-CWA), AFL-CIO",Stipulated,WON,,2022-11-29 00:00:00,Certific. of Representative,2023,,,,,
2855,09,09-RC-302708,,COLUMBUS MUSEUM OF ART,RC,Columbus,OH,2022-10-27 00:00:00,77,2,46,"Ohio Council 8, American Federation of State, County and Municipal Employees, AFL-CIO",Stipulated,WON,,2022-11-09 00:00:00,Certific. of Representative,2023,,,,,
2856,09,09-RC-303075,,"PEOPLES GAS KENTUCKY, LLC, A SUBSIDIARY OF PNG COMPANIES, LLC",RC,Pikeville,KY,2022-10-06 00:00:00,6,0,6,"Utility Workers Union of America, AFL-CIO",Stipulated,WON,,2022-10-18 00:00:00,Certific. of Representative,2023,,,,,
2857,09,09-RC-303303,,"DHL EXPRESS (USA), INC.",RC,Erlanger,KY,2023-04-28 00:00:00,1110,287,505,"General Drivers, Warehousemen and Helpers, Local Union No. 100, affiliated with the International Brotherhood of Teamsters",Directed,WON,,2023-05-08 00:00:00,Certific. of Representative,2023,,,,,
2858,09,09-RC-303337,,"COMPASS GROUP USA, INC. D/B/A CANTEEN VENDING SERVICES",RC,Charleston,WV,2022-10-19 00:00:00,20,6,12,"Retail, Wholesale and Department Store Union",Stipulated,WON,,2022-11-01 00:00:00,Certific. of Representative,2023,,,,,
2859,09,09-RC-303946,,"SUNERGOS COFFEE, LTD. CO.",RC,Louisville,KY,2023-01-11 00:00:00,50,14,30,"National Conference of Firemen & Oilers, 32BJ SEIU",Directed,WON,,2023-01-20 00:00:00,Certific. of Representative,2023,,,,,
2860,09,09-RC-305322,,"VALIANT GOVERNMENT SERVICES, LLC",RC,Wright-Patterson AFB,OH,2022-11-16 00:00:00,25,1,19,"International Association of Machinists and Aerospace Workers, AFL-CIO, District 34",Stipulated,WON,,2022-11-25 00:00:00,Certific. of Representative,2023,,,,,
2861,09,09-RC-306658,,STARBUCKS CORPORATION,RC,Columbus,OH,2022-12-19 00:00:00,42,5,13,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2022-12-29 00:00:00,Certific. of Representative,2023,,,,,
2862,09,09-RC-306880,,"UD CONTRACTING, INC.",RC,Fort Knox,KY,2022-12-21 00:00:00,10,4,6,Plumbers and Pipefitters Local 502,Stipulated,WON,,2022-12-30 00:00:00,Certific. of Representative,2023,,,,,
2863,09,09-RC-307046,,USF HOLLAND LLC D/B/A HOLLAND,RC,Cincinnati,OH,2022-12-12 00:00:00,5,1,4,Teamsters Local Union No. 100 affiliated with the International Brotherhood of Teamsters,Stipulated,WON,,2022-12-20 00:00:00,Certific. of Representative,2023,,,,,
2864,09,09-RC-307062,,"10 ROADS EXPRESS, LLC",RC,Columbus,OH,2022-12-28 00:00:00,119,21,57,"American Postal Workers Union, AFL-CIO",Stipulated,WON,,2023-02-06 00:00:00,Certific. of Representative,2023,,,,,
2865,09,09-RC-307565,,STARBUCKS CORPORATION,RC,Louisville,KY,2023-01-11 00:00:00,21,4,14,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2023-01-23 00:00:00,Certific. of Representative,2023,,,,,
2866,09,09-RC-310058,,"SAFEWORKS, LLC D/B/A SPIDER BY BRANDSAFWAY",RC,Jeffersonville,IN,2023-02-08 00:00:00,9,0,8,"General Drivers, Warehousemen and Helpers, Local Union No. 89, affiliated with the International Brotherhood of Teamsters",Stipulated,WON,,2023-02-22 00:00:00,Certific. of Representative,2023,,,,,
2867,09,09-RC-311046,,STARBUCKS CORPORATION,RC,Columbus,OH,2023-03-17 00:00:00,30,1,10,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2023-04-27 00:00:00,Certific. of Representative,2023,,,,,
2868,09,09-RC-311809,,"BCR RETAIL SPRINGFIELD, LLC D/B/A TERRASANA",RC,Springfield,OH,2023-03-08 00:00:00,6,0,6,"United Food and Commercial Workers Union, Local 75",Stipulated,WON,,2023-03-20 00:00:00,Certific. of Representative,2023,,,,,
2869,09,09-RC-312065,,THE CONTEMPORARY ARTS CENTER,RC,Cincinnati,OH,2023-04-05 00:00:00,15,0,7,"American Federation of State, County and Municipal Employees, AFL-CIO (AFSCME), Ohio Council 8",Stipulated,WON,,2023-04-14 00:00:00,Certific. of Representative,2023,,,,,
2870,09,09-RC-312190,,GOOD FOODS CO-OP INC.,RC,Lexington,KY,2023-03-24 00:00:00,62,11,35,United Food and Commercial Workers Local 227,Stipulated,WON,,2023-04-28 00:00:00,Certific. of Representative,2023,,,,,
2871,09,09-RC-312877,,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",RC,Cincinnati,OH,2023-03-29 00:00:00,65,5,45,Ohio Patrolmen's Benevolent Association,Stipulated,WON,,2023-04-07 00:00:00,Certific. of Representative,2023,,,,,
2872,09,09-RC-313056,,"LOOMIS ARMORED, US, LLC",RC,Charleston,WV,2023-03-23 00:00:00,26,1,22,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Stipulated,WON,,2023-04-03 00:00:00,Certific. of Representative,2023,,,,,
2873,09,09-RC-314211,,"THE LEGAL AID SOCIETY OF CINCINNATI, INC. D/B/A LEGAL AID SOCIETY OF GREATER CINCINNATI & LEGAL AID",RC,Cincinnati,OH,2023-05-03 00:00:00,61,12,47,"Ohio Council 8, American Federation of State, County and Municipal Employees, AFL-CIO",Stipulated,WON,,2023-05-16 00:00:00,Certific. of Representative,2023,,,,,
2874,09,09-RC-314212,,LUSH COSMETICS LLC,RC,Louisville,KY,2023-04-26 00:00:00,7,0,6,United Food and Commercial Workers Local 227,Stipulated,WON,,2023-05-08 00:00:00,Certific. of Representative,2023,,,,,
2875,09,09-RC-314237,,"DUKE ENERGY OHIO, INC. AND DUKE ENERGY KENTUCKY, INC.",RC,Harrison,OH,2023-04-21 00:00:00,17,13,3,"International Brotherhood of Electrical Workers, AFL-CIO Local 1347",Stipulated,,LOSS,2023-05-02 00:00:00,Certification of Results,2023,,,,,
2876,09,09-RC-314435,,"UNIVERSAL TRANSPORTATION SYSTEMS, LLC",RC,Columbus,OH,2023-05-05 00:00:00,74,36,22,"International Brotherhood of Teamsters, Local Union No. 284",Stipulated,,LOSS,2023-05-18 00:00:00,Certification of Results,2023,,,,,
2877,09,09-RC-314556,,STARBUCKS CORPORATION,RC,Louisville,KY,2023-05-10 00:00:00,32,5,21,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2023-05-19 00:00:00,Certific. of Representative,2023,,,,,
2878,09,09-RC-314592,,STARBUCKS CORPORATION,RC,Elizabethtown,KY,2023-05-16 00:00:00,26,11,13,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2023-06-07 00:00:00,Certific. of Representative,2023,,,,,
2879,09,09-RC-316063,,"SOUTHERN GLAZERS WINE AND SPIRITS OF KENTUCKY, LLC",RC,Louisville,KY,2023-05-18 00:00:00,29,14,13,"International Brotherhood of Teamsters (IBT), Local Union No. 783",Stipulated,,LOSS,2023-05-30 00:00:00,Certification of Results,2023,,,,,
2880,09,09-RC-316375,,"HEALTHCARE SERVICES GROUP, INC.",RC,Glasgow,WV,2023-05-23 00:00:00,7,0,5,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",Stipulated,WON,,2023-06-01 00:00:00,Certific. of Representative,2023,,,,,
2881,09,09-RC-316645,,UNIVERSITY OF DAYTON,RC,Dayton,OH,2023-06-01 00:00:00,21,8,13,University of Dayton Police Officers Association,Stipulated,WON,,2023-06-13 00:00:00,Certific. of Representative,2023,,,,,
2882,09,09-RC-317136,,STARBUCKS CORPORATION,RC,Elizabethtown,KY,2023-06-12 00:00:00,26,1,20,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Stipulated,WON,,2023-06-27 00:00:00,Certific. of Representative,2023,,,,,
2883,09,09-RC-317242,,"WEST CHESTER HOSPITAL, LLC",RC,West Chester,OH,2023-05-31 00:00:00,15,4,9,Ohio Patrolmen's Benevolent Association,Stipulated,WON,,2023-06-16 00:00:00,Certific. of Representative,2023,,,,,
2884,09,09-RC-317260,,"DANIEL DRAKE CENTER FOR POST-ACUTE CARE, LLC",RC,Cincinnati,OH,2023-05-24 00:00:00,13,11,2,Ohio Patrolmen's Benevolent Association,Stipulated,,LOSS,2023-06-02 00:00:00,Certification of Results,2023,,,,,
2885,09,09-RC-317826,,"MIDWEST AIR TRAFFIC CONTROL SERVICE, INC.",RC,Columbus,OH,2023-05-31 00:00:00,5,0,4,"National Air Traffic Controllers Association, AFL-CIO",Stipulated,WON,,2023-07-12 00:00:00,Certific. of Representative,2023,,,,,
2886,09,09-RC-320174,,LG&E AND KU SERVICE COMPANY,RC,Louisville,KY,2023-08-07 00:00:00,6,3,3,"Electrical Workers, IBEW, AFL-CIO, Local Union 2100",Stipulated,,LOSS,2023-08-18 00:00:00,Certification of Results,2023,,,,,
2887,09,09-RC-320361,,SOUTH KENTUCKY RURAL ELECTRIC COOPERATIVE CORPORATION,RC,Somerset,KY,2023-07-28 00:00:00,60,16,40,"Electrical Workers, IBEW, AFL-CIO, Local Union 2100",Stipulated,WON,,2023-08-08 00:00:00,Certific. of Representative,2023,,,,,
2888,09,09-RD-314075,,"FREEDOM FIRST CREDIT UNION, INC.",RD,Dayton,OH,2023-04-14 00:00:00,11,10,0,IUE-CWA and its Local 84775,Stipulated,,LOSS,2023-05-26 00:00:00,Certification of Results,2023,,,,,
2889,09,09-RD-315355,,"IMI KENTUCKY, LLC",RD,Elizabethtown,KY,2023-05-18 00:00:00,23,16,5,"International Brotherhood of Teamsters, General Drivers, Warehousemen and Helpers Local Union No. 89 affiliated with the International Brotherhood of TeamstersUnion No. 89,",Stipulated,,LOSS,2023-05-30 00:00:00,Certification of Results,2023,,,,,
2890,09,09-RD-318595,,BOYD COMPANY,RD,Belle,WV,2023-06-22 00:00:00,101,55,23,"International Union of Operating Engineers, Local Union No. 132",Stipulated,,LOSS,2023-06-30 00:00:00,Certification of Results,2023,,,,,
2891,09,09-RD-320906,,BOYD COMPANY,RD,Nitro,WV,2023-07-26 00:00:00,15,10,1,International Union of Operating Engineers Local Union No. #132,Stipulated,,LOSS,2023-08-03 00:00:00,Certification of Results,2023,,,,,
2892,09,09-RM-303523,,"BUSKEN BAKERY, INC.",RM,Cincinnati,OH,2022-10-28 00:00:00,17,7,9,"Bakery, Confectionery, Tobacco Workers, and Grain Millers International Union, Local No. 57",Stipulated,WON,,2022-11-08 00:00:00,Certific. of Representative,2023,,,,,
2893,"10, 10 BIR, 11, 26 NAS",10-RC-273024,,"Nissan North America, Inc.",RC,Smyrna,TN,2023-03-16 00:00:00,73,62,9,"International Association of Machinists and Aerospace Workers, (IAM) District Lodge 1888",Stipulated,,LOSS,2023-03-24 00:00:00,Certification of Results,2023,,,,,
2894,"10, 10 BIR, 11, 26 NAS",10-RC-276292,,"The Atlanta Opera, Inc.",RC,Atlanta,GA,2021-07-23 00:00:00,13,0,8,"Make-Up Artists and Hair Stylists, Local 798, IATSE",Directed,WON,,2023-06-13 00:00:00,Certific. of Representative,2023,,,,,
2895,"10, 10 BIR, 11, 26 NAS",10-RC-296248,,US Foods Inc.,RC,Charlotte,NC,2022-09-14 00:00:00,61,24,28,"Teamsters Local Union Numbers 71, 171, And 509, Affiliated with International Brotherhood of Teamsters",Directed,WON,,2022-11-22 00:00:00,Certific. of Representative,2023,,,,,
2896,"10, 10 BIR, 11, 26 NAS",10-RC-298562,,"Moran Savannah, a division of Moran Towing Corporation",RC,Savannah,GA,2022-10-24 00:00:00,22,16,6,"International Organization of Masters Mates & Pilots, ILA/AFL-CIO",Directed,,LOSS,2022-11-01 00:00:00,Certification of Results,2023,,,,,
2897,"10, 10 BIR, 11, 26 NAS",10-RC-300445,,AGL Services Company,RC,Atlanta,GA,2022-08-29 00:00:00,31,5,19,International Brotherhood of Electrical Workers Local Union 1997,Stipulated,WON,,2022-10-05 00:00:00,Certific. of Representative,2023,,,,,
2898,"10, 10 BIR, 11, 26 NAS",10-RC-301344,,Liberty Utilities,RC,Columbus,GA,2022-09-23 00:00:00,64,24,29,"Utility Workers Union of America, AFL-CIO",Stipulated,WON,,2022-10-31 00:00:00,Certific. of Representative,2023,,,,,
2899,"10, 10 BIR, 11, 26 NAS",10-RC-301531,,"Centerra Group, LLC",RC,Marietta,GA,2022-08-31 00:00:00,30,1,29,"Transportation Workers Union of America, Local 525",Stipulated,WON,,2022-10-07 00:00:00,Certific. of Representative,2023,,,,,
2900,"10, 10 BIR, 11, 26 NAS",10-RC-301757,,Environmental Air Systems LLC,RC,High Point,NC,2022-12-06 00:00:00,40,22,8,Plumbers and Pipefitters Local 421,Stipulated,,LOSS,2022-12-14 00:00:00,Certification of Results,2023,,,,,
2901,"10, 10 BIR, 11, 26 NAS",10-RC-301838,,"Transdev Services, Inc. d/b/a GoRaleigh",RC,Raleigh,NC,2022-09-26 00:00:00,14,5,7,Amalgamated Transit Union Local 1328,Stipulated,WON,,2022-10-04 00:00:00,Certific. of Representative,2023,,,,,
2902,"10, 10 BIR, 11, 26 NAS",10-RC-303082,,"McKay Books, Incorporated",RC,Knoxville,TN,2022-10-04 00:00:00,55,8,38,Communications Workers of America,Stipulated,WON,,2022-11-17 00:00:00,Certific. of Representative,2023,,,,,
2903,"10, 10 BIR, 11, 26 NAS",10-RC-304076,,"Chenega Global Protection, LLC",RC,Atlanta,GA,2023-02-21 00:00:00,18,1,16,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Directed,WON,,2023-04-06 00:00:00,Certific. of Representative,2023,,,,,
2904,"10, 10 BIR, 11, 26 NAS",10-RC-304155,,"Jetstream Ground Services, Inc.",RC,Charlotte,NC,2023-05-09 00:00:00,339,61,87,Service Employees International Union (SEIU) Local 32BJ,Stipulated,WON,,2023-07-11 00:00:00,Certific. of Representative,2023,,,,,
2905,"10, 10 BIR, 11, 26 NAS",10-RC-305917,,"Corporate Management, Inc. d/b/a Corporate Services Management America",RC,East Point,GA,2022-12-08 00:00:00,136,3,41,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2022-12-16 00:00:00,Certific. of Representative,2023,,,,,
